Order No,Item ID,Sales Date,Customer Id,City Id,Qty,Price,COGS,Discount Percent
20705,11,4/28/2018,2880,53,1,73,36,16
21422,40,4/28/2018,905,15,2,133,86,30
22626,29,4/28/2018,4127,38,2,53,45,17
22773,20,4/28/2018,3245,75,1,50,40,19
23119,38,4/28/2018,280,85,1,167,115,43
23895,13,4/28/2018,2295,38,1,52,36,21
24360,28,4/28/2018,3799,75,2,92,64,26
24707,17,4/28/2018,1601,6,1,92,36,42
25613,15,4/28/2018,2041,84,2,40,38,14
25853,17,4/28/2018,1022,43,1,92,36,13
26742,32,4/28/2018,2878,6,1,100,87,20
28661,51,4/28/2018,4535,34,2,860,516,23
28845,26,4/28/2018,5364,16,1,65,52,15
29259,51,4/28/2018,2123,24,1,860,516,27
112,24,4/29/2018,334,98,1,91,77,29
696,10,4/29/2018,107,13,2,100,84,13
760,15,4/29/2018,2524,1,1,40,38,23
1260,14,4/29/2018,3951,5,2,83,70,11
1708,23,4/29/2018,1063,76,2,67,46,18
2105,4,4/29/2018,104,71,1,233,172,17
2273,5,4/29/2018,319,24,2,333,259,16
2341,9,4/29/2018,117,21,1,100,83,24
2502,13,4/29/2018,1370,2,2,52,36,19
3451,6,4/29/2018,2557,4,2,93,65,37
3766,2,4/29/2018,51,70,1,200,140,28
3950,8,4/29/2018,507,10,2,97,67,28
4096,17,4/29/2018,2627,35,1,92,36,16
4388,24,4/29/2018,1459,39,2,91,77,12
4434,2,4/29/2018,3424,6,2,200,140,24
4502,18,4/29/2018,1237,37,2,83,53,23
4574,1,4/29/2018,1558,88,1,267,202,24
4797,29,4/29/2018,642,48,1,53,45,38
6050,7,4/29/2018,2424,49,2,100,78,34
6636,28,4/29/2018,2989,27,1,92,64,35
7063,29,4/29/2018,2097,54,2,53,45,27
7494,5,4/29/2018,2797,12,1,333,259,23
7694,28,4/29/2018,1284,82,1,92,64,41
8658,11,4/29/2018,2732,34,2,73,36,28
8672,11,4/29/2018,1411,78,1,73,36,37
9508,17,4/29/2018,2246,47,2,92,36,16
10370,23,4/29/2018,2563,4,1,67,46,19
10851,15,4/29/2018,3595,82,1,40,38,6
11483,11,4/29/2018,3105,50,1,73,36,38
11772,17,4/29/2018,453,3,1,92,36,26
12991,19,4/29/2018,2596,48,3,83,66,2
13057,12,4/29/2018,274,41,1,67,40,15
13202,38,4/29/2018,4332,59,2,167,115,44
14653,12,4/29/2018,2616,56,2,67,40,19
14763,38,4/29/2018,4806,18,2,167,115,19
15508,34,4/29/2018,596,5,3,100,86,9
16687,39,4/29/2018,3744,43,2,183,124,5
16721,25,4/29/2018,3188,86,1,67,53,9
16790,12,4/29/2018,3551,9,3,67,40,25
18343,38,4/29/2018,879,19,2,167,115,15
18452,16,4/29/2018,275,94,3,60,54,27
18936,12,4/29/2018,631,35,2,67,40,27
19190,13,4/29/2018,4297,10,2,52,36,35
20916,55,4/29/2018,2150,72,1,753,376,1
21259,15,4/29/2018,4054,75,2,40,38,21
21824,21,4/29/2018,4579,60,2,47,39,16
21981,52,4/29/2018,2325,26,2,782,602,5
22440,52,4/29/2018,5011,55,2,782,602,43
22860,13,4/29/2018,5439,87,1,52,36,45
23826,50,4/29/2018,1204,16,1,1733,1299,7
24447,49,4/29/2018,1580,95,1,782,516,24
25202,20,4/29/2018,2270,30,1,50,40,19
25303,22,4/29/2018,321,35,1,83,70,29
25450,32,4/29/2018,1138,51,1,100,87,22
25606,54,4/29/2018,4956,89,1,1017,661,37
25677,40,4/29/2018,4981,91,1,133,86,33
26220,52,4/29/2018,6284,67,2,782,602,33
26430,43,4/29/2018,4044,1,1,1367,820,10
26504,54,4/29/2018,2306,15,1,1017,661,6
26586,32,4/29/2018,1470,44,1,100,87,27
27162,47,4/29/2018,4726,40,2,1333,666,12
28014,52,4/29/2018,4712,57,1,782,602,9
109,6,4/30/2018,2535,43,1,93,65,4
114,4,4/30/2018,2908,6,2,233,172,16
575,21,4/30/2018,3055,36,1,47,39,43
1246,14,4/30/2018,1733,16,2,83,70,34
1599,24,4/30/2018,3735,7,2,91,77,18
1849,8,4/30/2018,1411,78,1,97,67,4
1858,9,4/30/2018,2528,48,2,100,83,30
2153,13,4/30/2018,3928,39,2,52,36,45
2430,4,4/30/2018,84,4,1,233,172,4
2643,4,4/30/2018,3345,1,2,233,172,36
2837,15,4/30/2018,3183,79,1,40,38,6
3155,6,4/30/2018,17,8,1,93,65,12
3660,23,4/30/2018,2634,17,1,67,46,4
3838,1,4/30/2018,2790,12,1,267,202,18
4006,16,4/30/2018,1236,57,1,60,54,27
4249,8,4/30/2018,1177,70,1,97,67,29
4283,27,4/30/2018,2624,7,2,83,66,20
4348,20,4/30/2018,968,45,2,50,40,43
4478,22,4/30/2018,1885,48,1,83,70,44
5248,23,4/30/2018,2519,30,1,67,46,14
6569,28,4/30/2018,2687,59,1,92,64,18
7225,30,4/30/2018,3083,17,2,40,36,35
7258,18,4/30/2018,2595,46,2,83,53,5
7460,14,4/30/2018,1133,30,1,83,70,32
8424,23,4/30/2018,3733,30,1,67,46,14
8572,30,4/30/2018,2396,28,1,40,36,1
9826,6,4/30/2018,2511,43,2,93,65,28
10484,8,4/30/2018,2641,23,1,97,67,15
10784,34,4/30/2018,531,2,3,100,86,10
10995,24,4/30/2018,1825,18,3,91,77,4
11299,27,4/30/2018,1653,71,2,83,66,18
12404,17,4/30/2018,1089,10,2,92,36,31
12460,12,4/30/2018,2294,30,2,67,40,29
12770,35,4/30/2018,2944,59,1,130,119,39
13740,19,4/30/2018,1631,58,2,83,66,4
15069,17,4/30/2018,2587,25,3,92,36,39
15198,27,4/30/2018,4220,58,1,83,66,32
15237,6,4/30/2018,3149,79,1,93,65,3
15619,13,4/30/2018,4702,37,1,52,36,8
15654,37,4/30/2018,4230,1,2,117,104,9
15783,20,4/30/2018,3927,9,2,50,40,15
16005,9,4/30/2018,4865,41,1,100,83,14
18142,12,4/30/2018,2979,34,2,67,40,44
18177,25,4/30/2018,530,51,3,67,53,23
18741,11,4/30/2018,2301,40,1,73,36,37
19858,20,4/30/2018,4559,97,2,50,40,2
22679,51,4/30/2018,1887,80,2,860,516,21
23730,36,4/30/2018,2510,20,1,133,123,17
23778,53,4/30/2018,226,82,1,1533,1073,24
25043,45,4/30/2018,4695,59,1,1067,533,41
26292,38,4/30/2018,2119,19,1,167,115,20
27306,35,4/30/2018,5210,100,2,130,119,17
27558,37,4/30/2018,6074,78,2,117,104,20
27993,20,4/30/2018,953,26,1,50,40,9
29957,32,4/30/2018,3250,50,2,100,87,28
82,11,5/1/2018,1817,95,1,73,36,38
213,16,5/1/2018,3053,55,2,60,54,35
761,22,5/1/2018,2071,29,1,83,70,5
823,6,5/1/2018,2826,11,2,93,65,1
862,18,5/1/2018,1422,63,2,83,53,9
972,28,5/1/2018,3497,73,2,92,64,37
1077,4,5/1/2018,3864,73,1,233,172,39
1439,11,5/1/2018,3788,10,1,73,36,40
2425,6,5/1/2018,1569,33,1,93,65,34
2688,30,5/1/2018,777,32,2,40,36,4
2974,2,5/1/2018,3934,53,1,200,140,4
3079,1,5/1/2018,1299,1,2,267,202,40
3232,20,5/1/2018,2165,49,2,50,40,41
3461,11,5/1/2018,2748,55,2,73,36,20
3477,21,5/1/2018,3615,64,1,47,39,33
3530,26,5/1/2018,2392,19,1,65,52,7
3923,14,5/1/2018,251,35,1,83,70,14
4178,6,5/1/2018,1761,42,2,93,65,21
4241,27,5/1/2018,3857,42,2,83,66,13
4450,16,5/1/2018,3850,52,2,60,54,14
5330,6,5/1/2018,3592,92,2,93,65,2
5496,12,5/1/2018,1163,73,2,67,40,4
5799,28,5/1/2018,3977,7,2,92,64,20
6640,16,5/1/2018,3461,40,1,60,54,34
6957,7,5/1/2018,48,9,1,100,78,19
7207,22,5/1/2018,2456,26,1,83,70,9
7557,30,5/1/2018,211,7,1,40,36,27
7582,26,5/1/2018,2150,72,1,65,52,5
8929,2,5/1/2018,88,83,2,200,140,37
9780,17,5/1/2018,3135,76,2,92,36,10
10183,17,5/1/2018,2926,41,2,92,36,8
10821,20,5/1/2018,1732,100,2,50,40,1
10961,20,5/1/2018,1612,100,3,50,40,18
11002,38,5/1/2018,540,63,3,167,115,19
11020,32,5/1/2018,2112,93,1,100,87,16
11085,14,5/1/2018,534,63,2,83,70,38
11218,16,5/1/2018,2179,83,3,60,54,41
12322,36,5/1/2018,1884,43,3,133,123,42
12641,10,5/1/2018,2938,30,1,100,84,11
13759,8,5/1/2018,143,35,3,97,67,11
14052,23,5/1/2018,2287,42,3,67,46,13
14684,23,5/1/2018,4858,39,3,67,46,35
14934,35,5/1/2018,1929,74,3,130,119,14
16248,9,5/1/2018,1030,76,2,100,83,13
17886,40,5/1/2018,2540,26,3,133,86,33
17901,14,5/1/2018,3107,43,2,83,70,7
18226,35,5/1/2018,3069,6,1,130,119,14
18742,23,5/1/2018,344,44,2,67,46,42
20279,32,5/1/2018,5708,27,2,100,87,21
20457,13,5/1/2018,2106,4,1,52,36,10
21631,50,5/1/2018,1805,7,1,1733,1299,12
21721,38,5/1/2018,2455,6,2,167,115,5
21899,46,5/1/2018,3480,20,1,867,554,8
23112,13,5/1/2018,1927,97,1,52,36,9
24095,19,5/1/2018,1595,51,1,83,66,27
24507,15,5/1/2018,1485,27,2,40,38,41
24636,31,5/1/2018,5048,3,2,133,125,37
26179,26,5/1/2018,1017,57,1,65,52,15
27111,26,5/1/2018,3934,53,2,65,52,26
28030,17,5/1/2018,5160,32,2,92,36,29
28163,47,5/1/2018,3674,19,1,1333,666,14
28326,29,5/1/2018,5276,18,1,53,45,41
28927,16,5/1/2018,4416,67,1,60,54,14
29341,32,5/1/2018,6264,55,1,100,87,29
299,14,5/2/2018,3636,64,1,83,70,36
1123,24,5/2/2018,3302,61,1,91,77,27
1944,17,5/2/2018,1882,51,2,92,36,35
2975,2,5/2/2018,3612,39,2,200,140,21
3261,28,5/2/2018,3828,88,2,92,64,35
3537,9,5/2/2018,3190,87,2,100,83,10
3680,25,5/2/2018,3428,76,1,67,53,17
3779,11,5/2/2018,1894,33,2,73,36,16
4132,17,5/2/2018,3129,16,1,92,36,32
4302,12,5/2/2018,1634,70,1,67,40,30
5429,9,5/2/2018,849,12,1,100,83,24
5449,18,5/2/2018,297,89,1,83,53,6
6693,20,5/2/2018,1714,83,2,50,40,8
6729,2,5/2/2018,1110,71,2,200,140,6
6894,26,5/2/2018,1313,2,1,65,52,31
7171,8,5/2/2018,3276,74,2,97,67,24
7299,29,5/2/2018,3248,37,1,53,45,33
8047,16,5/2/2018,246,67,1,60,54,17
8194,10,5/2/2018,1516,1,2,100,84,2
8766,20,5/2/2018,873,80,1,50,40,35
8990,27,5/2/2018,879,19,2,83,66,38
11567,20,5/2/2018,684,28,1,50,40,14
12364,11,5/2/2018,1177,70,1,73,36,10
13088,39,5/2/2018,2658,21,2,183,124,2
13596,36,5/2/2018,677,35,2,133,123,6
13749,33,5/2/2018,2551,28,3,123,104,21
14999,24,5/2/2018,2312,49,3,91,77,24
15378,32,5/2/2018,458,16,3,100,87,15
15561,28,5/2/2018,3224,5,2,92,64,7
16293,24,5/2/2018,3571,96,1,91,77,29
16362,39,5/2/2018,4752,24,2,183,124,44
16500,6,5/2/2018,3980,60,3,93,65,13
16907,16,5/2/2018,4963,71,3,60,54,21
17639,30,5/2/2018,4930,31,3,40,36,15
18639,19,5/2/2018,1672,8,1,83,66,39
19281,36,5/2/2018,336,77,1,133,123,33
19530,25,5/2/2018,4199,15,1,67,53,39
21016,32,5/2/2018,3535,69,2,100,87,21
23439,16,5/2/2018,5812,25,1,60,54,40
23444,46,5/2/2018,3388,38,1,867,554,35
23948,33,5/2/2018,1430,25,1,123,104,30
24220,53,5/2/2018,704,14,1,1533,1073,13
25645,11,5/2/2018,5068,87,2,73,36,28
26213,26,5/2/2018,2502,26,1,65,52,32
26422,29,5/2/2018,5856,29,1,53,45,42
26426,17,5/2/2018,4245,38,1,92,36,26
26859,34,5/2/2018,4733,57,2,100,86,20
27936,23,5/2/2018,3535,69,2,67,46,30
29403,38,5/2/2018,1658,83,2,167,115,37
610,22,5/3/2018,2842,36,2,83,70,39
675,15,5/3/2018,2941,26,1,40,38,15
1145,19,5/3/2018,3069,6,2,83,66,42
1654,26,5/3/2018,732,82,2,65,52,13
1820,7,5/3/2018,3391,2,1,100,78,34
1843,20,5/3/2018,562,34,2,50,40,10
2947,5,5/3/2018,3816,51,2,333,259,15
3048,6,5/3/2018,589,67,1,93,65,21
3436,22,5/3/2018,3701,43,1,83,70,41
3796,11,5/3/2018,1473,88,1,73,36,4
3939,22,5/3/2018,3327,22,2,83,70,19
5380,9,5/3/2018,3947,61,2,100,83,34
5821,27,5/3/2018,1643,75,2,83,66,9
5907,11,5/3/2018,3140,53,1,73,36,40
6445,7,5/3/2018,3598,80,2,100,78,40
8622,4,5/3/2018,1281,79,2,233,172,27
8902,8,5/3/2018,242,15,2,97,67,37
9136,1,5/3/2018,1918,70,1,267,202,15
9239,27,5/3/2018,1268,30,2,83,66,14
9281,14,5/3/2018,2848,52,2,83,70,33
9373,26,5/3/2018,3233,42,1,65,52,3
9480,3,5/3/2018,3340,88,2,753,301,18
9501,5,5/3/2018,368,25,1,333,259,29
9922,4,5/3/2018,2505,54,1,233,172,4
10593,6,5/3/2018,703,48,2,93,65,15
11909,16,5/3/2018,4077,68,1,60,54,32
12918,24,5/3/2018,4307,56,3,91,77,30
13743,26,5/3/2018,4840,18,2,65,52,3
13918,32,5/3/2018,2354,33,1,100,87,15
15637,34,5/3/2018,3909,61,2,100,86,23
15763,26,5/3/2018,2014,11,2,65,52,26
16950,9,5/3/2018,657,64,2,100,83,4
18483,12,5/3/2018,2460,17,1,67,40,39
18949,38,5/3/2018,3920,23,2,167,115,39
19230,33,5/3/2018,2852,25,2,123,104,23
19874,37,5/3/2018,1492,36,2,117,104,1
20968,38,5/3/2018,6380,37,1,167,115,31
22007,48,5/3/2018,362,60,2,822,534,38
22217,52,5/3/2018,1082,100,1,782,602,39
22871,19,5/3/2018,2734,59,2,83,66,25
23144,19,5/3/2018,5845,98,1,83,66,37
23853,34,5/3/2018,5160,32,1,100,86,16
24832,36,5/3/2018,1763,97,1,133,123,32
24987,52,5/3/2018,5854,77,2,782,602,42
25152,35,5/3/2018,3145,97,1,130,119,20
25287,55,5/3/2018,5745,52,2,753,376,22
25962,32,5/3/2018,440,67,1,100,87,11
26180,16,5/3/2018,6416,87,1,60,54,29
27085,19,5/3/2018,3648,62,2,83,66,14
27926,47,5/3/2018,3458,79,2,1333,666,4
29255,20,5/3/2018,5306,32,1,50,40,23
29329,22,5/3/2018,3697,27,1,83,70,3
29735,14,5/3/2018,2358,47,1,83,70,31
107,25,5/4/2018,210,38,2,67,53,1
417,24,5/4/2018,2157,21,1,91,77,41
747,30,5/4/2018,1780,44,2,40,36,12
1191,29,5/4/2018,609,14,2,53,45,7
1431,4,5/4/2018,798,46,1,233,172,13
1505,11,5/4/2018,3432,83,2,73,36,20
1885,19,5/4/2018,1685,67,1,83,66,39
2110,1,5/4/2018,1445,67,2,267,202,37
2806,23,5/4/2018,2480,35,1,67,46,7
2999,3,5/4/2018,1043,32,2,753,301,30
3334,23,5/4/2018,1945,7,2,67,46,8
4622,26,5/4/2018,248,88,1,65,52,11
5322,26,5/4/2018,87,55,2,65,52,26
6097,7,5/4/2018,2413,4,1,100,78,44
6184,25,5/4/2018,149,54,1,67,53,9
6610,13,5/4/2018,214,33,2,52,36,38
7340,30,5/4/2018,3720,63,1,40,36,13
7359,5,5/4/2018,1372,88,1,333,259,22
7578,10,5/4/2018,2307,32,2,100,84,25
8135,19,5/4/2018,1324,17,2,83,66,22
8295,22,5/4/2018,797,5,2,83,70,34
8508,4,5/4/2018,2687,59,1,233,172,25
8900,9,5/4/2018,2858,44,2,100,83,27
9215,9,5/4/2018,1189,9,1,100,83,27
9251,29,5/4/2018,2282,23,1,53,45,45
9277,7,5/4/2018,3178,26,1,100,78,15
9553,18,5/4/2018,102,28,1,83,53,26
10251,24,5/4/2018,4601,92,2,91,77,34
11642,22,5/4/2018,2452,27,1,83,70,6
13010,40,5/4/2018,1699,44,2,133,86,33
13571,17,5/4/2018,3991,78,3,92,36,33
13685,29,5/4/2018,2079,23,2,53,45,20
14518,13,5/4/2018,698,69,2,52,36,8
14722,25,5/4/2018,4324,95,2,67,53,37
15549,26,5/4/2018,4623,53,3,65,52,18
16094,39,5/4/2018,1352,66,2,183,124,19
16284,36,5/4/2018,2008,41,1,133,123,9
16510,33,5/4/2018,1756,33,1,123,104,34
16756,20,5/4/2018,4758,9,3,50,40,42
17206,13,5/4/2018,1160,4,3,52,36,36
18849,38,5/4/2018,4258,50,3,167,115,23
18930,10,5/4/2018,1589,75,3,100,84,29
19320,22,5/4/2018,2346,2,3,83,70,11
19981,36,5/4/2018,1423,97,3,133,123,23
20507,40,5/4/2018,3568,56,2,133,86,11
21137,55,5/4/2018,4562,26,1,753,376,38
21944,37,5/4/2018,1227,19,2,117,104,33
22654,12,5/4/2018,3036,47,2,67,40,43
23563,22,5/4/2018,3883,36,1,83,70,41
23670,17,5/4/2018,6094,93,1,92,36,14
25384,24,5/4/2018,1526,74,2,91,77,44
25486,22,5/4/2018,4773,91,1,83,70,25
27229,22,5/4/2018,4817,66,2,83,70,32
27657,47,5/4/2018,5413,90,1,1333,666,43
28345,43,5/4/2018,3592,92,2,1367,820,39
28713,15,5/4/2018,4504,38,1,40,38,40
287,13,5/5/2018,1433,7,1,52,36,8
288,4,5/5/2018,860,54,1,233,172,22
389,25,5/5/2018,3455,52,1,67,53,24
962,3,5/5/2018,2689,26,2,753,301,16
1099,4,5/5/2018,1898,89,1,233,172,24
1173,22,5/5/2018,2226,55,2,83,70,34
1484,25,5/5/2018,2739,55,1,67,53,3
2080,21,5/5/2018,2033,49,1,47,39,11
2884,26,5/5/2018,1862,46,1,65,52,25
3890,1,5/5/2018,1389,34,1,267,202,41
4762,18,5/5/2018,941,43,1,83,53,31
5422,18,5/5/2018,3057,51,1,83,53,30
5572,8,5/5/2018,292,55,1,97,67,38
5602,21,5/5/2018,840,11,2,47,39,6
5675,25,5/5/2018,711,90,2,67,53,21
5852,24,5/5/2018,1906,49,1,91,77,27
6142,12,5/5/2018,2508,9,1,67,40,10
6279,1,5/5/2018,2327,13,2,267,202,32
6650,3,5/5/2018,908,22,2,753,301,4
6771,4,5/5/2018,3029,22,2,233,172,18
7399,11,5/5/2018,3694,14,1,73,36,31
8211,23,5/5/2018,3744,43,2,67,46,11
8361,11,5/5/2018,3678,84,2,73,36,41
8390,25,5/5/2018,399,88,2,67,53,38
8892,23,5/5/2018,2537,10,2,67,46,13
9597,18,5/5/2018,850,78,2,83,53,26
9940,29,5/5/2018,3389,67,1,53,45,13
10496,27,5/5/2018,2174,25,1,83,66,15
10766,40,5/5/2018,1116,26,2,133,86,22
11125,7,5/5/2018,2342,25,1,100,78,6
11155,30,5/5/2018,878,15,2,40,36,24
11768,40,5/5/2018,4245,38,1,133,86,30
11816,27,5/5/2018,982,81,1,83,66,22
11966,23,5/5/2018,2874,28,2,67,46,44
12940,28,5/5/2018,2063,17,1,92,64,34
13545,16,5/5/2018,2519,30,1,60,54,8
14511,32,5/5/2018,3961,21,1,100,87,34
14734,36,5/5/2018,2639,1,3,133,123,43
14749,15,5/5/2018,2816,8,3,40,38,31
14995,16,5/5/2018,731,45,3,60,54,41
15115,35,5/5/2018,4519,15,3,130,119,6
17123,20,5/5/2018,2459,19,1,50,40,12
17637,24,5/5/2018,76,88,2,91,77,12
18261,40,5/5/2018,2508,9,2,133,86,16
19026,7,5/5/2018,2123,24,2,100,78,39
19168,7,5/5/2018,2904,3,1,100,78,41
19402,17,5/5/2018,2684,11,3,92,36,43
19595,6,5/5/2018,4330,100,3,93,65,27
19777,38,5/5/2018,2812,44,1,167,115,30
21178,30,5/5/2018,1660,83,1,40,36,26
21535,25,5/5/2018,2383,22,2,67,53,26
21701,13,5/5/2018,4557,77,2,52,36,39
22542,20,5/5/2018,1415,55,1,50,40,27
23052,23,5/5/2018,1444,87,2,67,46,23
23712,33,5/5/2018,3709,40,2,123,104,17
24674,55,5/5/2018,2668,26,2,753,376,11
26155,38,5/5/2018,1999,21,2,167,115,3
26219,48,5/5/2018,1847,48,2,822,534,16
26265,23,5/5/2018,1328,67,2,67,46,43
26666,48,5/5/2018,970,85,1,822,534,26
27283,18,5/5/2018,1019,91,2,83,53,40
27681,20,5/5/2018,1580,95,2,50,40,25
29583,40,5/5/2018,5340,87,1,133,86,32
101,23,5/6/2018,1696,76,2,67,46,32
133,14,5/6/2018,1938,8,1,83,70,9
371,2,5/6/2018,2164,92,1,200,140,12
459,27,5/6/2018,2545,45,2,83,66,18
552,12,5/6/2018,601,16,1,67,40,38
738,27,5/6/2018,3460,98,2,83,66,13
802,14,5/6/2018,548,100,2,83,70,16
1279,4,5/6/2018,3175,36,1,233,172,29
1627,12,5/6/2018,3054,21,2,67,40,38
1674,29,5/6/2018,3507,78,2,53,45,19
1828,27,5/6/2018,3281,78,2,83,66,5
2094,20,5/6/2018,2018,33,2,50,40,29
2930,23,5/6/2018,1429,14,1,67,46,33
3011,28,5/6/2018,1248,52,1,92,64,11
3071,9,5/6/2018,1500,69,1,100,83,15
3087,29,5/6/2018,3847,72,2,53,45,43
3270,10,5/6/2018,66,82,1,100,84,29
3304,5,5/6/2018,3668,99,2,333,259,15
3390,18,5/6/2018,336,77,1,83,53,12
4027,2,5/6/2018,2365,17,1,200,140,36
4081,23,5/6/2018,3487,36,1,67,46,34
4666,29,5/6/2018,1638,76,1,53,45,19
4696,11,5/6/2018,510,44,1,73,36,12
5234,6,5/6/2018,475,11,2,93,65,19
5685,30,5/6/2018,2374,15,2,40,36,18
6364,22,5/6/2018,2534,20,1,83,70,16
6535,13,5/6/2018,1610,8,2,52,36,15
6727,4,5/6/2018,3059,8,1,233,172,24
7131,26,5/6/2018,2187,10,2,65,52,9
7761,6,5/6/2018,3225,61,1,93,65,44
8518,11,5/6/2018,3098,25,1,73,36,32
9741,12,5/6/2018,261,57,2,67,40,2
9896,29,5/6/2018,2357,29,1,53,45,5
10471,17,5/6/2018,1084,69,2,92,36,40
10754,24,5/6/2018,698,69,1,91,77,6
11267,23,5/6/2018,89,20,1,67,46,40
11474,16,5/6/2018,3199,100,3,60,54,31
12540,28,5/6/2018,2662,23,1,92,64,36
13919,26,5/6/2018,3176,4,3,65,52,39
13941,31,5/6/2018,1429,14,3,133,125,34
13966,34,5/6/2018,4969,11,1,100,86,39
14682,25,5/6/2018,3192,54,3,67,53,40
15129,10,5/6/2018,3432,83,1,100,84,40
15225,20,5/6/2018,2555,13,1,50,40,43
15648,24,5/6/2018,1279,40,2,91,77,14
16070,7,5/6/2018,4416,67,1,100,78,29
16396,29,5/6/2018,1003,61,3,53,45,30
16613,29,5/6/2018,3694,14,1,53,45,2
16814,10,5/6/2018,1703,49,1,100,84,35
17031,30,5/6/2018,3526,44,1,40,36,36
18591,7,5/6/2018,3991,78,3,100,78,40
18720,6,5/6/2018,893,61,2,93,65,40
18947,38,5/6/2018,1693,43,3,167,115,19
20420,34,5/6/2018,4795,23,2,100,86,32
21807,13,5/6/2018,2178,54,1,52,36,36
22307,20,5/6/2018,4073,16,2,50,40,42
23449,30,5/6/2018,2212,82,1,40,36,14
24362,23,5/6/2018,2042,90,2,67,46,7
27157,24,5/6/2018,2580,34,1,91,77,16
27625,40,5/6/2018,149,54,2,133,86,5
27890,21,5/6/2018,4410,85,1,47,39,14
29860,39,5/6/2018,5687,39,2,183,124,12
208,23,5/7/2018,1240,85,2,67,46,43
501,14,5/7/2018,716,92,1,83,70,43
578,3,5/7/2018,1151,24,2,753,301,15
716,6,5/7/2018,939,36,2,93,65,10
758,30,5/7/2018,1885,48,2,40,36,26
769,17,5/7/2018,2535,43,1,92,36,42
1071,29,5/7/2018,1849,65,1,53,45,24
1651,30,5/7/2018,2286,6,2,40,36,19
2294,21,5/7/2018,313,68,2,47,39,25
3307,30,5/7/2018,3264,21,1,40,36,43
