Customer Id,Age,City Id,City,State,Name
572,37,21,Boston,Massachusetts,Customer 572
573,26,44,Virginia Beach[m],Virginia,Customer 573
574,28,98,Richmond,Virginia,Customer 574
575,31,33,Tucson,Arizona,Customer 575
576,29,74,Toledo,Ohio,Customer 576
577,30,97,Boise,Idaho,Customer 577
578,27,68,Anchorage,Alaska,Customer 578
579,29,36,Sacramento,California,Customer 579
580,37,16,Charlotte,North Carolina,Customer 580
581,34,71,Orlando,Florida,Customer 581
582,30,78,Jersey City,New Jersey,Customer 582
583,34,9,Dallas,Texas,Customer 583
584,29,17,Indianapolis,Indiana,Customer 584
585,38,31,Milwaukee,Wisconsin,Customer 585
586,40,25,Portland,Oregon,Customer 586
587,40,70,Lincoln,Nebraska,Customer 587
588,37,18,Seattle,Washington,Customer 588
589,33,67,Greensboro,North Carolina,Customer 589
590,28,78,Jersey City,New Jersey,Customer 590
591,37,100,Spokane,Washington,Customer 591
592,31,70,Lincoln,Nebraska,Customer 592
593,33,75,Durham,North Carolina,Customer 593
594,37,33,Tucson,Arizona,Customer 594
595,37,24,Nashville,Tennessee,Customer 595
596,36,5,Phoenix,Arizona,Customer 596
597,33,31,Milwaukee,Wisconsin,Customer 597
598,27,30,Baltimore,Maryland,Customer 598
599,31,63,Saint Paul,Minnesota,Customer 599
600,38,19,Denver,Colorado,Customer 600
601,35,16,Charlotte,North Carolina,Customer 601
602,36,85,Scottsdale,Arizona,Customer 602
603,28,8,San Diego,California,Customer 603
604,33,65,Cincinnati,Ohio,Customer 604
605,32,19,Denver,Colorado,Customer 605
606,38,1,New York,New York,Customer 606
607,40,40,Miami,Florida,Customer 607
608,37,96,Fremont,California,Customer 608
609,30,14,Columbus,Ohio,Customer 609
610,31,74,Toledo,Ohio,Customer 610
611,36,14,Columbus,Ohio,Customer 611
612,26,35,Mesa,Arizona,Customer 612
613,39,55,Anaheim,California,Customer 613
614,40,92,Chesapeake,Virginia,Customer 614
615,31,64,St. Louis,Missouri,Customer 615
616,39,20,Washington,District of Columbia,Customer 616
617,32,80,Laredo,Texas,Customer 617
618,27,91,Norfolk,Virginia,Customer 618
619,35,77,Fort Wayne,Indiana,Customer 619
620,32,63,Saint Paul,Minnesota,Customer 620
621,29,81,Madison,Wisconsin,Customer 621
622,36,38,Kansas City,Missouri,Customer 622
624,26,77,Fort Wayne,Indiana,Customer 624
625,26,6,Philadelphia[e],Pennsylvania,Customer 625
626,26,44,Virginia Beach[m],Virginia,Customer 626
627,31,60,Lexington,Kentucky,Customer 627
